Product,Projected Pillar,pricingdate,Validated Value Projected CV,Outlier,is Auction Date
irdswap,1M,10/11/2025,88.3157,,0
future,15Y,5/7/2025,1.5505,0.0,0
bond,3M,10/28/2024,83.2695,0.0,0
bond,30Y,1/26/2024,78.7894,0.0,1
irdswap,1Y,8/3/2024,79.7606,,0
future,10Y,7/2/2023,6.4391,0.0,1
future,3M,4/4/2025,13.4526,0.0,0
future,1M,6/16/2023,74.9604,0.0,0
bond,1Y,11/20/2025,69.5838,0.0,0
bond,30Y,6/16/2023,32.0826,0.0,0
future,1Y,10/11/2024,86.4479,0.0,0
future,1M,4/28/2025,99.5769,0.0,0
future,50Y,7/20/2023,91.6173,0.0,0
bond,1M,1/18/2023,43.6728,0.0,0
bond,20Y,4/4/2023,59.8471,1.0,0
future,100Y,6/11/2024,93.0777,0.0,0
future,40Y,10/30/2024,67.0706,0.0,1
irdswap,1M,4/24/2024,16.7474,,1
bond,1M,5/13/2023,76.059,0.0,0
bond,100Y,1/26/2023,55.0777,0.0,1
future,1Y,1/14/2025,94.2991,0.0,1
future,100Y,12/21/2023,48.8095,1.0,1
irdswap,1Y,2/2/2023,67.8031,,1
bond,1W,2/19/2024,99.2034,0.0,1
future,15Y,2/27/2024,91.2626,0.0,1
bond,20Y,9/13/2025,0.0443,0.0,0
bond,40Y,6/22/2024,8.408,0.0,0
future,100Y,7/1/2024,10.6628,0.0,1
bond,20Y,8/12/2024,25.3535,0.0,1
future,25Y,3/11/2023,74.066,0.0,1
future,50Y,5/13/2023,58.3445,1.0,0
future,50Y,3/13/2025,43.4648,0.0,0
bond,25Y,4/24/2024,27.2766,0.0,1
irdswap,25Y,7/5/2023,62.7713,,1
irdswap,25Y,2/18/2024,55.616,,1
irdswap,50Y,2/2/2023,19.4639,,1
future,50Y,12/1/2024,60.4977,1.0,0
future,40Y,8/29/2024,97.1993,0.0,1
bond,2Y,9/19/2024,27.3546,0.0,1
irdswap,3M,4/25/2024,48.3473,,1
irdswap,3M,12/21/2023,44.195,,1
bond,1Y,2/27/2025,5.7446,0.0,0
irdswap,40Y,3/14/2024,48.8128,,1
irdswap,50Y,7/20/2023,11.538,,1
future,15Y,6/12/2023,40.4599,0.0,1
irdswap,1Y,7/11/2023,73.8246,,0
future,20Y,9/19/2024,45.8674,0.0,1
irdswap,40Y,1/20/2024,67.1217,,1
future,3M,10/19/2023,91.9475,0.0,0
future,10Y,10/30/2024,84.5278,1.0,1
future,25Y,8/24/2024,28.5934,0.0,0
bond,30Y,8/26/2024,3.1729,0.0,1
future,2Y,7/28/2024,14.348,0.0,0
irdswap,15Y,3/14/2024,79.5166,,1
bond,30Y,6/15/2025,24.6642,0.0,1
future,10Y,8/29/2025,30.1334,0.0,1
irdswap,50Y,8/3/2024,68.2483,,1
bond,100Y,8/26/2023,86.2082,0.0,0
irdswap,50Y,1/20/2025,22.6886,,1
future,2Y,9/19/2024,9.1864,0.0,1
irdswap,40Y,10/16/2024,56.7176,,1
future,1Y,4/9/2025,38.8586,0.0,0
future,1Y,2/27/2024,39.1678,0.0,1
future,2Y,2/25/2025,90.8282,0.0,0
bond,20Y,2/19/2023,57.6024,0.0,0
bond,50Y,10/27/2023,43.0737,1.0,0
bond,20Y,11/14/2023,48.1301,1.0,0
future,1M,5/5/2024,28.8271,0.0,1
future,10Y,7/17/2025,76.5266,0.0,1
future,15Y,2/2/2025,6.0311,0.0,0
bond,1M,5/6/2024,19.8562,0.0,1
irdswap,25Y,11/13/2024,63.1899,,0
bond,1W,3/2/2025,51.2224,0.0,0
future,3M,3/23/2023,5.1021,1.0,0
future,20Y,10/24/2023,81.9994,0.0,0
irdswap,20Y,5/2/2023,44.0237,,0
irdswap,1W,11/16/2024,65.2792,,1
future,1W,1/26/2024,20.7716,0.0,1
bond,20Y,3/2/2025,6.4586,0.0,1
future,15Y,5/5/2024,47.0928,0.0,0
future,1Y,8/1/2025,8.3862,0.0,1
irdswap,1M,2/24/2025,76.4487,,0
future,25Y,11/19/2024,62.3235,0.0,1
irdswap,25Y,4/2/2025,86.2277,,1
irdswap,10Y,1/26/2024,48.4605,,0
bond,2Y,8/3/2024,16.2142,1.0,1
irdswap,1Y,3/18/2024,61.4298,,1
bond,1Y,1/31/2024,48.6071,0.0,0
bond,3M,12/30/2024,45.6124,0.0,0
bond,2Y,10/11/2024,52.9636,0.0,1
future,100Y,6/17/2025,90.4765,0.0,0
bond,20Y,1/18/2023,10.0894,0.0,1
irdswap,50Y,5/14/2023,14.25,,0
future,1Y,12/1/2024,60.4082,0.0,1
irdswap,1W,8/24/2024,12.7305,,0
future,30Y,8/24/2024,99.6221,0.0,1
bond,50Y,3/8/2025,75.5677,0.0,0
bond,25Y,12/21/2023,29.7192,0.0,1
bond,25Y,11/4/2023,51.4432,0.0,1
bond,1Y,10/13/2024,93.2298,0.0,0
future,2Y,10/30/2024,4.0666,1.0,0
future,10Y,11/10/2025,92.0965,0.0,1
irdswap,50Y,11/10/2025,10.1175,,1
irdswap,1M,3/23/2024,81.3096,,0
bond,100Y,10/13/2024,94.8736,0.0,1
bond,2Y,8/28/2024,6.8032,0.0,0
future,15Y,8/24/2024,27.6909,0.0,0
bond,40Y,5/5/2023,27.3194,0.0,0
irdswap,50Y,11/15/2024,98.2157,,1
future,40Y,8/1/2024,4.0622,0.0,0
bond,25Y,7/6/2025,7.7383,0.0,0
future,10Y,7/6/2025,9.707,0.0,0
irdswap,50Y,8/18/2024,16.7865,,1
future,2Y,9/21/2023,38.0261,0.0,1
future,30Y,11/15/2023,76.6398,0.0,1
irdswap,15Y,4/17/2023,61.7312,,1
future,3M,12/28/2023,51.0858,0.0,1
irdswap,3M,8/3/2023,20.4928,,0
irdswap,100Y,8/28/2024,54.7942,,0
bond,10Y,8/29/2025,44.2538,0.0,1
bond,10Y,11/10/2025,33.3129,0.0,0
bond,3M,1/6/2023,38.2268,0.0,0
future,50Y,2/16/2023,82.5159,0.0,0
irdswap,10Y,4/10/2025,1.5665,,0
bond,2Y,2/19/2024,47.5157,0.0,0
irdswap,20Y,10/19/2023,55.5928,,1
irdswap,20Y,5/11/2025,19.4161,,1
bond,20Y,4/4/2025,89.7911,0.0,0
irdswap,20Y,3/23/2023,26.4619,,1
irdswap,30Y,7/2/2023,49.0136,,1
bond,2Y,12/28/2023,18.7124,0.0,0
irdswap,100Y,10/4/2025,76.1936,,1
future,40Y,5/5/2024,18.8102,0.0,1
future,3M,8/3/2024,77.19,0.0,0
future,2Y,12/7/2024,98.8381,0.0,0
future,2Y,12/19/2023,2.2407,0.0,0
bond,50Y,5/28/2023,15.7695,0.0,1
future,3M,12/19/2023,82.4161,0.0,0
future,15Y,2/16/2023,69.1856,0.0,1
bond,1Y,10/3/2023,51.2417,0.0,1
bond,50Y,6/8/2025,53.5429,0.0,1
irdswap,20Y,1/14/2025,32.7729,,0
future,40Y,7/20/2024,19.8609,0.0,1
future,10Y,10/11/2025,83.6436,0.0,1
future,2Y,2/16/2023,82.1476,0.0,0
future,50Y,10/30/2024,62.8977,0.0,1
bond,1W,9/29/2024,36.6344,0.0,1
irdswap,100Y,9/13/2025,38.629,,0
bond,100Y,10/30/2024,43.4648,0.0,1
bond,1M,11/7/2023,56.4327,0.0,1
bond,3M,9/22/2024,90.3996,0.0,1
irdswap,50Y,2/2/2025,34.0747,,0
irdswap,40Y,4/25/2024,24.358,,0
irdswap,2Y,5/13/2023,92.3339,,0
bond,3M,2/24/2025,83.3886,1.0,1
future,1Y,2/16/2023,15.8978,1.0,1
future,30Y,6/12/2023,56.7495,0.0,1
future,1W,3/21/2024,15.9338,0.0,0
irdswap,20Y,2/12/2023,94.9067,,0
irdswap,25Y,4/20/2024,80.8751,,1
bond,10Y,12/13/2025,38.1257,0.0,0
bond,100Y,5/14/2023,47.7096,0.0,0
irdswap,50Y,10/28/2024,33.2949,,0
bond,25Y,11/10/2025,13.6651,0.0,1
bond,20Y,6/9/2024,6.018,0.0,1
bond,20Y,7/17/2025,48.1906,0.0,1
bond,15Y,12/21/2023,83.3221,0.0,1
bond,2Y,1/12/2025,24.7465,0.0,0
future,15Y,12/12/2023,53.0857,0.0,1
future,1Y,8/1/2024,59.9785,0.0,0
future,50Y,11/10/2025,84.482,0.0,0
irdswap,20Y,12/24/2024,88.12,,1
future,1Y,5/7/2025,20.3602,0.0,1
bond,15Y,7/1/2023,46.5157,0.0,1
irdswap,25Y,2/12/2023,37.24,,0
future,1Y,4/29/2024,42.7602,0.0,1
future,1W,12/21/2023,11.5477,0.0,1
irdswap,100Y,12/12/2023,78.8398,,0
future,1M,11/7/2023,3.693,0.0,0
future,3M,4/2/2025,15.369,0.0,1
future,1M,4/16/2023,28.6006,0.0,1
irdswap,20Y,6/2/2023,94.7054,,1
future,1M,10/18/2025,67.5511,0.0,0
bond,15Y,9/22/2024,27.0065,0.0,0
irdswap,10Y,3/23/2023,88.8264,,0
irdswap,1W,9/14/2023,81.5611,,1
irdswap,100Y,12/13/2025,1.4085,,1
bond,20Y,12/7/2024,3.0231,0.0,1
future,20Y,11/16/2024,30.2082,1.0,0
irdswap,25Y,6/7/2023,41.4652,,1
future,1Y,4/26/2024,83.5281,1.0,0
bond,40Y,6/8/2025,37.4458,0.0,0
irdswap,25Y,6/8/2025,76.2905,,1
bond,1Y,1/1/2023,52.8087,0.0,0
future,1Y,4/6/2024,23.1968,0.0,0
irdswap,30Y,5/28/2023,99.5598,,0
irdswap,2Y,4/20/2023,46.5833,,0
irdswap,1W,6/8/2025,86.1883,,1
future,10Y,12/30/2024,44.8319,0.0,0
future,1M,10/19/2025,62.912,0.0,0
bond,1Y,9/19/2024,71.9334,0.0,0
future,40Y,3/11/2023,12.3074,0.0,0
bond,2Y,6/3/2023,67.5646,0.0,0
future,50Y,10/24/2023,47.8895,0.0,0
irdswap,25Y,6/9/2024,66.9834,,1
bond,10Y,1/22/2024,96.5349,0.0,1
irdswap,2Y,8/19/2024,19.0087,,1
future,10Y,8/6/2024,83.4033,0.0,1
irdswap,1M,4/28/2024,69.2602,,0
irdswap,30Y,8/6/2024,73.1355,,0
bond,1W,3/18/2024,46.2415,0.0,0
irdswap,1Y,12/8/2023,63.4823,,1
irdswap,10Y,12/31/2024,40.2177,,1
future,100Y,12/1/2024,94.1882,0.0,0
future,25Y,2/3/2024,46.9328,0.0,0
future,15Y,9/21/2025,36.5817,0.0,1
bond,10Y,10/24/2023,84.2131,0.0,0
bond,30Y,4/25/2024,38.5296,0.0,0
bond,50Y,8/28/2024,23.9907,0.0,1
bond,1Y,3/21/2024,82.2075,0.0,1
irdswap,100Y,4/2/2025,73.2822,,0
bond,1W,2/2/2025,64.1627,0.0,0
irdswap,50Y,4/16/2023,88.2644,,1
bond,1Y,5/24/2025,8.8755,0.0,0
bond,15Y,4/28/2025,94.6159,0.0,1
future,40Y,12/17/2023,21.1253,1.0,1
future,20Y,6/19/2025,24.6222,0.0,0
irdswap,15Y,7/15/2024,49.0965,,0
bond,15Y,7/1/2024,32.7748,0.0,0
irdswap,1Y,4/20/2024,69.7497,,0
irdswap,3M,5/2/2023,68.0393,,1
future,2Y,4/28/2024,55.0717,0.0,1
irdswap,40Y,9/5/2025,47.2651,,1
irdswap,30Y,4/24/2024,67.4095,,1
future,30Y,4/28/2025,52.6784,0.0,0
bond,1W,5/1/2025,11.7786,1.0,1
irdswap,1Y,7/2/2023,53.0703,,1
future,3M,2/9/2023,16.7748,0.0,1
irdswap,1Y,12/7/2024,30.6629,,0
future,40Y,12/9/2025,38.4826,0.0,0
future,40Y,6/9/2024,91.3548,0.0,0
future,30Y,10/28/2024,58.8584,0.0,0
bond,20Y,6/19/2025,41.794,0.0,1
irdswap,40Y,2/1/2025,8.0945,,1
bond,10Y,6/19/2025,91.4348,0.0,0
irdswap,15Y,12/7/2024,37.1682,,0
irdswap,3M,7/30/2024,41.7707,,0
future,30Y,8/28/2023,7.394,0.0,0
bond,40Y,5/3/2025,18.9414,1.0,0
future,1Y,11/1/2025,65.6159,0.0,1
bond,15Y,4/2/2025,52.1246,0.0,1
irdswap,40Y,3/18/2024,23.3948,,1
irdswap,25Y,2/27/2024,9.7399,,1
bond,1Y,6/19/2025,91.6097,0.0,0
bond,15Y,1/14/2025,79.7314,0.0,1
irdswap,10Y,12/30/2024,96.6726,,1
irdswap,30Y,1/21/2025,65.5538,,1
irdswap,100Y,2/18/2024,60.9383,,1
irdswap,3M,12/22/2024,6.2993,,1
future,10Y,12/31/2024,10.3838,0.0,1
future,3M,2/25/2025,93.2287,0.0,0
irdswap,50Y,12/4/2023,35.623,,1
bond,25Y,12/13/2025,25.9783,0.0,1
future,2Y,1/20/2025,65.8278,0.0,0
future,10Y,10/30/2025,69.962,1.0,0
bond,100Y,10/18/2025,79.3222,0.0,0
bond,1Y,2/18/2024,46.5282,0.0,0
bond,2Y,10/30/2024,67.9504,0.0,0
bond,100Y,12/12/2023,54.7696,0.0,0
future,40Y,4/17/2023,66.9098,1.0,0
irdswap,20Y,1/18/2023,96.7254,,1
future,3M,12/4/2023,16.0797,0.0,0
bond,20Y,11/25/2025,76.0696,0.0,1
irdswap,100Y,7/30/2024,27.6522,,0
future,40Y,1/22/2025,78.4427,0.0,1
future,15Y,7/6/2025,23.8933,0.0,0
bond,1Y,6/22/2024,81.3953,0.0,1
future,1Y,2/2/2023,17.5742,0.0,1
bond,50Y,8/12/2024,10.4384,1.0,1
bond,1W,9/21/2023,4.425,0.0,1
irdswap,10Y,5/5/2025,88.4557,,1
irdswap,2Y,10/16/2024,40.2682,,0
future,2Y,10/16/2024,60.74,0.0,1
irdswap,2Y,6/9/2024,74.9124,,0
bond,30Y,6/9/2024,70.4407,0.0,0
future,40Y,1/18/2023,30.8381,0.0,1
future,3M,6/2/2023,57.6958,0.0,0
irdswap,100Y,1/18/2023,90.5745,,1
irdswap,2Y,9/5/2023,79.9529,,0
irdswap,50Y,3/14/2024,89.0366,,1
bond,20Y,6/15/2025,8.8555,0.0,0
future,30Y,4/9/2025,85.9405,0.0,1
bond,100Y,7/30/2024,11.2036,0.0,1
future,40Y,3/21/2024,38.3901,0.0,0
irdswap,100Y,5/5/2025,45.4664,,1
irdswap,1Y,1/26/2025,50.1353,,1
irdswap,50Y,8/1/2024,60.5984,,0
future,10Y,8/3/2024,21.817,0.0,0
irdswap,15Y,1/26/2023,36.5709,,0
bond,3M,11/16/2024,38.4769,0.0,0
future,1Y,3/2/2024,6.8071,0.0,1
bond,1M,3/8/2025,71.5772,0.0,1
irdswap,2Y,12/20/2025,77.7292,,1
irdswap,100Y,9/3/2024,76.8002,,1
future,25Y,2/16/2023,15.426,1.0,1
future,1W,1/22/2025,83.2758,0.0,0
bond,3M,2/25/2025,41.14,0.0,1
irdswap,20Y,3/5/2025,65.8191,,0
bond,20Y,7/20/2024,78.9477,0.0,1
future,20Y,10/13/2024,62.7941,0.0,1
bond,1Y,1/21/2025,43.5397,0.0,0
future,2Y,1/14/2025,0.5507,0.0,0
bond,20Y,8/13/2024,16.7866,0.0,1
future,3M,7/28/2024,21.4844,0.0,0
bond,2Y,6/8/2025,64.0954,0.0,1
future,1W,4/4/2025,24.9291,0.0,0
bond,40Y,6/19/2025,55.1573,1.0,0
future,40Y,12/20/2025,34.7263,0.0,1
irdswap,20Y,12/19/2023,35.9152,,0
bond,1M,8/22/2024,14.7377,0.0,0
future,100Y,5/24/2025,65.3083,0.0,0
irdswap,1M,12/9/2025,34.3807,,1
future,1M,7/15/2024,46.9218,0.0,0
bond,3M,7/28/2024,52.6699,0.0,1
bond,20Y,7/30/2024,16.224,0.0,1
bond,25Y,10/19/2025,92.4723,0.0,0
irdswap,1Y,12/9/2025,34.9089,,0
irdswap,10Y,7/11/2023,49.7531,,0
bond,40Y,12/21/2023,11.7736,0.0,1
bond,20Y,8/19/2024,24.3195,1.0,0
future,3M,7/20/2023,46.4762,0.0,0
irdswap,10Y,8/22/2024,4.8201,,1
bond,50Y,1/3/2025,6.551,0.0,1
future,1W,6/17/2025,72.0453,0.0,1
bond,2Y,11/9/2023,48.5775,0.0,0
future,1Y,2/14/2024,43.2947,0.0,0
bond,1Y,10/11/2025,49.0979,0.0,0
irdswap,1W,9/3/2024,22.4942,,0
bond,40Y,10/30/2025,77.8111,0.0,1
future,1W,6/7/2023,92.1197,1.0,0
irdswap,10Y,12/13/2025,27.8188,,1
future,2Y,1/26/2023,9.0567,0.0,0
irdswap,10Y,7/17/2025,41.0077,,0
irdswap,10Y,4/2/2025,4.9883,,1
bond,15Y,11/10/2025,9.7613,0.0,0
future,1M,3/10/2023,81.4854,0.0,1
bond,30Y,8/9/2025,24.2726,0.0,0
irdswap,1W,11/20/2025,63.1569,,0
irdswap,10Y,12/12/2023,88.8877,,0
irdswap,30Y,7/6/2025,19.3327,,0
irdswap,20Y,4/25/2023,68.5412,,1
bond,25Y,12/24/2024,68.9227,1.0,0
bond,30Y,12/10/2023,62.9625,1.0,0
future,1M,9/21/2025,98.7679,0.0,0
irdswap,100Y,6/15/2025,86.8482,,1
future,15Y,10/24/2023,53.8829,0.0,1
irdswap,15Y,6/8/2025,2.5588,,1
bond,25Y,4/4/2025,94.8249,0.0,1
irdswap,30Y,4/28/2024,5.7215,,1
irdswap,1M,1/17/2024,19.2913,,0
irdswap,1M,6/3/2023,67.2609,,0
future,50Y,6/16/2023,51.5726,0.0,0
irdswap,40Y,10/4/2025,52.6088,,1
irdswap,1W,11/5/2024,0.6288,,0
future,1Y,7/10/2025,32.888,0.0,0
future,25Y,10/28/2024,5.0277,0.0,0
bond,20Y,1/22/2025,63.4898,0.0,1
future,100Y,4/10/2025,44.5782,0.0,1
future,1M,2/24/2025,15.7528,0.0,0
irdswap,15Y,10/21/2025,5.6922,,1
bond,50Y,3/2/2025,12.8276,0.0,0
bond,3M,5/6/2024,94.8768,1.0,1
future,1Y,10/18/2025,46.062,0.0,0
irdswap,15Y,6/22/2024,16.2469,,1
future,20Y,11/10/2025,73.6164,0.0,1
irdswap,3M,9/19/2024,94.6836,,0
bond,3M,5/30/2024,55.2549,0.0,0
bond,1M,2/26/2025,15.2908,0.0,1
future,30Y,9/5/2023,3.669,0.0,1
irdswap,1W,1/14/2025,34.8884,,1
bond,40Y,4/16/2023,3.5288,0.0,0
future,40Y,4/2/2025,44.7639,0.0,1
irdswap,20Y,4/28/2024,82.1479,,1
future,1Y,11/15/2024,73.6722,1.0,1
bond,100Y,9/29/2024,32.0165,1.0,1
future,50Y,10/18/2025,73.9327,0.0,0
bond,1W,7/11/2023,63.4765,0.0,0
future,2Y,8/29/2025,68.4542,0.0,1
irdswap,1M,4/6/2024,83.4491,,1
irdswap,1M,10/26/2025,89.7795,,0
future,1Y,9/5/2025,84.1972,0.0,1
future,25Y,2/19/2023,4.6025,0.0,0
future,3M,9/14/2023,96.4803,0.0,1
irdswap,100Y,1/21/2025,68.9257,,0
future,50Y,9/18/2024,5.7922,0.0,1
irdswap,3M,3/2/2024,62.792,,0
future,20Y,1/3/2025,79.9893,0.0,1
bond,20Y,3/16/2025,83.7091,0.0,1
irdswap,10Y,9/21/2025,90.7735,,0
bond,40Y,3/2/2024,88.7705,0.0,1
bond,25Y,1/3/2025,12.6387,0.0,1
bond,30Y,7/11/2023,92.5278,0.0,1
bond,100Y,5/11/2025,1.7116,1.0,0
irdswap,1M,4/18/2024,50.746,,0
bond,15Y,10/23/2025,90.8599,1.0,0
future,40Y,3/8/2025,83.8416,0.0,0
irdswap,1Y,1/20/2025,2.443,,0
bond,100Y,12/14/2025,75.1205,1.0,1
bond,1W,7/10/2025,55.5192,0.0,0
irdswap,1W,10/19/2025,23.5994,,0
irdswap,50Y,3/16/2025,20.3841,,1
irdswap,1W,5/11/2025,43.1662,,0
bond,100Y,5/6/2024,91.5613,0.0,0
future,10Y,2/25/2025,30.0755,0.0,1
irdswap,1Y,10/19/2023,14.2691,,1
future,30Y,5/28/2023,87.3447,1.0,1
future,10Y,1/12/2025,31.7693,0.0,0
irdswap,1W,12/3/2024,9.4042,,1
irdswap,40Y,12/10/2023,73.7005,,0
bond,15Y,10/3/2023,55.9605,0.0,0
future,2Y,3/16/2025,51.446,0.0,0
irdswap,100Y,12/7/2024,93.9044,,1
future,100Y,3/21/2024,35.2671,1.0,1
future,50Y,7/12/2025,71.9276,0.0,1
bond,40Y,8/29/2025,24.8216,0.0,1
irdswap,10Y,9/21/2023,73.7516,,1
future,10Y,1/22/2025,54.6182,0.0,1
future,25Y,1/26/2025,17.3352,0.0,0
bond,100Y,3/21/2024,84.1165,0.0,1
bond,40Y,8/18/2024,16.883,0.0,0
future,1Y,9/22/2024,55.0694,0.0,0
irdswap,3M,3/10/2023,30.5731,,0
bond,10Y,8/29/2024,60.2553,0.0,0
bond,1W,2/24/2025,75.2053,0.0,0
irdswap,1Y,4/26/2024,45.2504,,1
irdswap,25Y,10/13/2024,85.3927,,1
bond,30Y,1/22/2024,88.3763,0.0,1
future,25Y,12/8/2023,44.3889,0.0,0
bond,2Y,12/21/2023,33.0743,0.0,1
bond,3M,12/10/2023,66.4223,0.0,1
irdswap,40Y,2/19/2024,65.333,,1
future,40Y,5/3/2025,66.3604,0.0,1
irdswap,1M,10/24/2023,45.0613,,1
future,25Y,9/19/2024,81.8679,0.0,0
future,25Y,8/28/2024,94.0123,0.0,0
bond,50Y,2/24/2025,89.8067,0.0,0
irdswap,10Y,7/1/2023,34.7883,,0
future,1Y,10/30/2024,77.8153,0.0,1
bond,40Y,12/14/2025,71.59,0.0,1
irdswap,50Y,2/19/2023,85.5813,,1
irdswap,20Y,1/1/2023,72.9139,,1
irdswap,50Y,6/12/2023,84.4381,,0
irdswap,1Y,5/11/2025,7.1742,,0
future,15Y,10/28/2024,42.0592,1.0,1
irdswap,40Y,2/16/2024,33.9422,,0
irdswap,20Y,11/20/2025,33.0838,,1
bond,25Y,12/20/2025,32.4837,0.0,0
bond,2Y,3/10/2023,86.9511,0.0,0
future,1W,8/26/2023,92.4048,0.0,0
irdswap,100Y,7/11/2023,60.627,,1
bond,10Y,12/14/2025,14.7778,0.0,1
irdswap,1W,4/11/2023,41.7876,,1
bond,100Y,2/2/2025,0.2659,0.0,1
future,20Y,3/8/2025,98.725,1.0,0
irdswap,30Y,2/24/2025,37.1473,,1
future,10Y,11/1/2025,2.5295,0.0,1
bond,50Y,2/19/2023,59.0423,0.0,1
future,40Y,6/2/2023,29.8281,0.0,1
future,20Y,6/22/2024,40.4783,0.0,0
irdswap,2Y,12/30/2024,60.9109,,0
future,100Y,6/9/2024,28.1231,0.0,0
future,100Y,6/3/2024,22.0464,0.0,0
irdswap,1W,1/26/2023,91.0728,,0
irdswap,100Y,8/13/2024,80.411,,1
irdswap,30Y,8/3/2024,40.2043,,0
irdswap,1Y,7/5/2023,69.844,,0
irdswap,10Y,3/16/2024,90.2795,,1
bond,15Y,8/1/2025,64.0216,0.0,1
bond,1W,11/14/2023,65.4786,1.0,0
bond,15Y,3/10/2023,34.7702,0.0,0
future,100Y,6/8/2025,3.0606,0.0,0
bond,20Y,1/26/2025,1.9961,0.0,0
future,1M,4/9/2025,26.2913,0.0,0
bond,1Y,1/14/2025,75.4353,1.0,0
irdswap,25Y,1/1/2023,10.5221,,0
irdswap,15Y,1/6/2023,12.9566,,0
bond,15Y,6/9/2024,6.7056,0.0,0
irdswap,50Y,1/14/2025,97.1071,,1
future,25Y,2/2/2025,61.2292,0.0,1
irdswap,25Y,10/30/2024,77.5689,,0
future,3M,4/25/2023,44.8509,0.0,0
future,10Y,8/26/2024,28.4548,0.0,1
future,10Y,8/22/2024,82.0521,0.0,1
future,15Y,8/1/2024,51.4117,0.0,1
future,1M,10/26/2025,58.3896,0.0,1
irdswap,2Y,12/21/2025,63.8945,,0
irdswap,50Y,1/17/2024,23.6559,,0
irdswap,2Y,3/10/2023,64.2725,,1
future,1M,8/3/2024,22.5099,0.0,1
bond,2Y,9/21/2025,81.4894,0.0,0
irdswap,10Y,6/22/2024,34.3998,,1
bond,10Y,4/17/2023,0.7859,0.0,1
bond,20Y,4/29/2024,27.52,0.0,0
bond,20Y,8/29/2025,71.066,0.0,0
future,25Y,10/24/2023,2.8206,0.0,1
bond,20Y,9/19/2024,62.5773,0.0,1
bond,40Y,10/21/2025,77.7245,1.0,1
bond,2Y,3/18/2024,0.5318,0.0,1
future,2Y,4/10/2025,64.0233,0.0,0
future,100Y,5/11/2025,42.7389,0.0,1
future,15Y,12/4/2023,61.4717,0.0,1
irdswap,30Y,5/11/2025,59.189,,0
bond,1Y,8/28/2023,11.0237,0.0,1
bond,15Y,5/5/2025,77.16,0.0,0
irdswap,3M,3/14/2024,93.759,,0
future,1W,12/4/2023,23.2185,0.0,0
bond,20Y,12/13/2025,53.9349,0.0,1
bond,3M,12/4/2023,84.324,0.0,1
future,1Y,1/26/2023,23.1247,0.0,1
future,10Y,8/18/2024,30.7652,0.0,0
bond,30Y,2/1/2025,92.7107,0.0,0
irdswap,25Y,4/28/2024,17.0803,,1
future,100Y,8/3/2023,24.0276,0.0,1
future,2Y,9/5/2023,38.2488,0.0,1
bond,1Y,1/23/2024,5.6572,0.0,0
bond,40Y,12/4/2023,34.6944,0.0,1
bond,30Y,2/15/2025,74.679,0.0,1
irdswap,2Y,11/14/2023,61.3544,,0
future,40Y,2/12/2023,84.4815,0.0,0
bond,100Y,3/8/2025,9.1146,0.0,0
future,10Y,3/10/2023,14.7456,0.0,1
irdswap,1W,7/15/2024,83.3856,,0
irdswap,20Y,2/19/2023,41.0147,,1
bond,100Y,8/3/2023,53.4123,0.0,0
irdswap,2Y,10/11/2024,87.317,,1
future,15Y,7/20/2024,81.5153,0.0,1
irdswap,3M,9/5/2025,2.9887,,1
irdswap,100Y,4/18/2024,36.3994,,0
bond,1M,1/26/2023,72.8256,0.0,0
bond,1M,8/24/2024,23.5846,0.0,0
irdswap,15Y,5/14/2023,3.3312,,0
future,1W,6/19/2025,36.6473,0.0,0
irdswap,2Y,3/16/2025,43.9912,,1
irdswap,1M,7/1/2023,49.5029,,0
irdswap,30Y,2/27/2024,78.3878,,0
bond,1M,2/15/2025,60.0046,0.0,0
irdswap,100Y,4/28/2024,49.1683,,0
future,40Y,12/19/2023,15.6443,0.0,1
bond,40Y,2/1/2025,57.4992,0.0,1
irdswap,30Y,7/15/2024,9.4642,,1
bond,3M,5/14/2023,43.0435,0.0,0
irdswap,1W,5/5/2025,7.2867,,1
future,30Y,3/16/2025,47.6884,0.0,1
bond,1W,8/18/2024,74.6878,0.0,1
bond,100Y,12/19/2023,98.3396,0.0,1
irdswap,1W,12/21/2023,46.1655,,0
irdswap,40Y,4/25/2023,86.1109,,0
future,1Y,8/12/2024,47.9685,0.0,1
bond,20Y,10/30/2024,99.1684,0.0,1
irdswap,15Y,10/18/2025,92.5708,,0
bond,10Y,3/14/2024,99.5131,0.0,0
irdswap,40Y,1/22/2024,51.194,,0
future,1M,4/11/2023,58.2843,0.0,1
future,100Y,10/28/2024,99.2678,0.0,1
bond,1Y,3/18/2024,84.6317,0.0,0
irdswap,10Y,6/16/2025,57.2939,,1
irdswap,3M,11/14/2023,27.1044,,1
irdswap,40Y,8/29/2025,64.2761,,0
future,15Y,10/19/2025,58.365,0.0,1
irdswap,1W,2/1/2025,15.9295,,1
bond,10Y,6/2/2023,61.738,0.0,0
bond,1Y,5/13/2023,21.5677,0.0,1
irdswap,50Y,8/29/2025,39.5291,,1
bond,1M,7/10/2025,64.4142,0.0,0
future,1Y,6/19/2025,30.0287,0.0,1
irdswap,100Y,12/10/2023,67.12,,0
bond,15Y,12/15/2023,67.4439,0.0,0
bond,100Y,7/2/2023,84.4804,0.0,1
irdswap,20Y,4/16/2023,48.0672,,1
bond,100Y,9/22/2024,99.0252,1.0,1
bond,2Y,5/13/2023,62.8427,1.0,1
